"destination","passanger","weather","temperature","time","coupon","expiration","gender","age","maritalStatus","has_children","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y"
"No Urgent Place","Partner","Snowy",55,"7am","Carry out & Take away","2h","Female","26","Married partner",0,"some high school","Unemployed",NA,"","less1","1~3","1~3","1~3","1~3","1",0,0,NA,1,1
"No Urgent Place",NA,"SUNNY",55,"2PM","Restaurant(<20)","2h",NA,NA,"Married partner",0,"SOME COLLEGE - NO DEGREE","Unemployed","$37500 - $49999","","less1","1~3","1~3","1~3","1~3","1",1,0,0,1,0
"No Urgent Place","Partner","SUNNY",30,"7am",NA,"2h","Female","26","Married partner",0,"Bachelors Degree","Unemployed","$37500 - $49999","","less1",NA,"1~3","1~3",NA,"1",1,0,0,1,1
"Home","Alone","Rainy",30,"6pm","Carry out & Take away",NA,"Female","26","Married partner",NA,"associates degree","Unemployed","$37500 - $49999","","less1","1~3","1~3","1~3","1~3","1",1,0,1,0,1
NA,"Alone","rainy",30,"7AM","Coffee House","1d","Female","26","Married partner",NA,"ASSOCIATES DEGREE","Unemployed",NA,NA,"less1","1~3","1~3",NA,"1~3","1",1,0,0,1,NA
"Home","Alone","snowy",30,"2PM","Restaurant(20-50)","2h","Female","26","Married partner",0,"SOME COLLEGE - NO DEGREE","Unemployed","$37500 - $49999","","less1","1~3","1~3","1~3","1~3","1",0,0,0,1,0
"Home","Partner","SUNNY",80,"2PM","Coffee House","1d","Female","26","Married partner",0,"Graduate Degree (Masters or Doctorate)","Unemployed","$37500 - $49999","","less1","1~3","1~3","1~3","1~3","1",0,0,NA,0,1
"Home","Alone","SUNNY",80,"10PM","Bar","2h","Female","26","Married partner",0,"associates degree","Unemployed","$37500 - $49999","","less1","1~3",NA,"1~3","1~3","1",0,0,1,0,0
"Work","Alone","Snowy",55,"10am","Restaurant(<20)","2h","Female","26","Married partner",0,"BACHELORS DEGREE","Unemployed",NA,"","less1","1~3","1~3",NA,"1~3","0",1,1,0,1,0
"Work","Alone","rainy",30,"10pm","Restaurant(<20)","2h","Female","26","Married partner",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Unemployed","$37500 - $49999","","less1","1~3","1~3","1~3","1~3","1",1,1,0,1,0
"Work","Alone","SUNNY",30,"6pm","Restaurant(20-50)","1d",NA,NA,"Married partner",0,"SOME HIGH SCHOOL","Unemployed","$37500 - $49999","","less1","1~3","1~3","1~3","1~3","1",1,1,0,NA,0
"Work","Alone","Rainy",80,"10am","Restaurant(<20)","1d","Female","26","Married partner",0,"Associates Degree","Unemployed","$37500 - $49999","","less1","1~3","1~3","1~3","1~3","1",0,0,1,0,1
NA,"Alone","snowy",80,"10PM","Coffee House","1d","Male","26","Single",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Sales & Related","$75000 - $87499","","never","never","less1","less1","less1","1",1,0,0,1,0
"No Urgent Place","Alone","Snowy",55,"6PM","Coffee House","2h","Male","26","Single",0,"SOME COLLEGE - NO DEGREE","Sales & Related","$75000 - $87499","","never","never","less1","less1","less1","1",0,0,0,NA,0
"No Urgent Place","Friend(s)","snowy",80,"2PM","Restaurant(20-50)","2h","Male","26","Single",0,"Graduate Degree (Masters or Doctorate)","Sales & Related","$75000 - $87499","",NA,"never","less1","less1",NA,"1",1,0,0,NA,1
"No Urgent Place","Friend(s)","SUNNY",80,"10AM","Coffee House","1d",NA,"26","Single",NA,"high school graduate","Sales & Related","$75000 - $87499","","never","never","less1","less1","less1","1",0,0,0,1,0
"No Urgent Place","Friend(s)","rainy",30,"10am","Restaurant(<20)","2h","Male","26","Single",0,"high school graduate","Sales & Related","$75000 - $87499",NA,"never","never",NA,NA,"less1","1",0,0,0,1,1
"No Urgent Place","Friend(s)","SUNNY",55,"6PM","Bar","2h","Male","26",NA,0,"graduate degree (masters or doctorate)","Sales & Related","$75000 - $87499","","never","never",NA,NA,"less1","1",1,0,0,1,0
"No Urgent Place","Friend(s)","sunny",30,"2pm","Carry out & Take away","1d","Male","26","Single",0,"HIGH SCHOOL GRADUATE",NA,"$75000 - $87499","","never","never",NA,NA,"less1","1",1,NA,0,1,1
"No Urgent Place","Friend(s)","Sunny",30,"10pm","Carry out & Take away","1d","Male","26","Single",0,"Graduate Degree (Masters or Doctorate)",NA,NA,"","never","never","less1","less1","less1","1",1,0,0,1,1
"No Urgent Place","Partner","rainy",80,"10am","Restaurant(<20)","1d",NA,"26","Single",0,"ASSOCIATES DEGREE","Sales & Related","$75000 - $87499","","never","never","less1","less1","less1","1",1,0,0,1,1
"No Urgent Place","Partner","Rainy",30,"10AM","Bar","1d","Male",NA,"Single",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Sales & Related","$75000 - $87499","","never","never","less1","less1","less1","1",1,0,0,1,0
"No Urgent Place","Partner","RAINY",NA,"10am","Carry out & Take away","2h","Male","26","Single",0,"High School Graduate","Sales & Related","$75000 - $87499","","never","never","less1","less1","less1","1",0,0,0,1,NA
"No Urgent Place","Partner","Snowy",55,"7am","Restaurant(<20)","2h","Male","26",NA,0,"SOME HIGH SCHOOL","Sales & Related","$75000 - $87499","","never","never","less1","less1","less1","1",NA,0,0,1,1
"No Urgent Place","Partner","Sunny",30,"10pm","Coffee House","2h","Male","26","Single",0,"associates degree","Sales & Related",NA,"","never","never","less1","less1","less1","1",1,NA,0,1,0
NA,"Alone","SUNNY",NA,"2pm","Carry out & Take away","2h",NA,"26","Single",0,"ASSOCIATES DEGREE","Sales & Related","$75000 - $87499","","never","never","less1","less1","less1","1",1,0,NA,0,1
NA,"Alone","Snowy",30,"10pm","Coffee House","1d","Male","26","Single",0,"Associates Degree",NA,"$75000 - $87499",NA,"never","never","less1","less1","less1","1",1,NA,0,1,0
"Home","Alone","Rainy",30,"2pm","Restaurant(20-50)","2h","Male","26","Single",0,"Bachelors Degree","Sales & Related","$75000 - $87499","","never",NA,"less1",NA,"less1","1",0,0,0,NA,1
"Home","Partner","snowy",80,"7AM","Coffee House","1d",NA,"26","Single",0,"associates degree","Sales & Related","$75000 - $87499","","never","never","less1","less1","less1","1",0,NA,1,0,0
"Home","Alone","Snowy",80,"6pm","Bar","2h","Male","26","Single",0,"High School Graduate","Sales & Related","$75000 - $87499","",NA,"never","less1","less1","less1","1",0,NA,1,0,0
"Work","Alone","Snowy",NA,"2pm",NA,"2h","Male","26","Single",0,"BACHELORS DEGREE",NA,"$75000 - $87499","","never","never","less1","less1","less1","1",1,1,0,1,1
"Work","Alone","sunny",30,"2pm","Restaurant(<20)","2h","Male","26","Single",0,"HIGH SCHOOL GRADUATE","Sales & Related","$75000 - $87499","","never","never","less1","less1","less1","1",1,NA,0,NA,1
"Work","Alone","snowy",30,"2PM","Restaurant(20-50)","1d","Male",NA,"Single",0,"some high school","Sales & Related","$75000 - $87499","",NA,"never","less1","less1","less1","1",1,1,0,1,1
"Work","Alone","RAINY",NA,"10pm","Restaurant(<20)","1d","Male","26",NA,0,"ASSOCIATES DEGREE","Sales & Related","$75000 - $87499","","never","never","less1",NA,"less1","1",0,0,1,NA,1
"No Urgent Place","Alone","sunny",80,"7am","Coffee House","1d","Female",NA,"Single",0,"SOME HIGH SCHOOL","Office & Administrative Support","$87500 - $99999","do not drive","gt8","less1","1~3","1~3","1~3","1",1,0,0,1,0
"No Urgent Place","Friend(s)","Rainy",80,"2PM","Restaurant(<20)","1d","Female","26","Single",0,"some college - no degree","Office & Administrative Support","$87500 - $99999","do not drive","gt8","less1","1~3","1~3","1~3","1",NA,0,0,1,1
"No Urgent Place","Alone","RAINY",55,"6PM","Coffee House","2h","Female",NA,"Single",0,"SOME HIGH SCHOOL","Office & Administrative Support","$87500 - $99999","do not drive","gt8","less1","1~3","1~3","1~3","1",0,NA,0,1,0
"No Urgent Place","Friend(s)","RAINY",80,"10pm","Restaurant(20-50)","2h","Female","26","Single",0,"ASSOCIATES DEGREE","Office & Administrative Support","$87500 - $99999","do not drive","gt8","less1","1~3","1~3","1~3","0",1,0,NA,1,1
"No Urgent Place","Friend(s)","snowy",80,"10pm","Coffee House","1d","Female","26","Single",0,"some college - no degree","Office & Administrative Support","$87500 - $99999","do not drive","gt8","less1","1~3","1~3","1~3","1",0,0,0,1,0
"No Urgent Place","Friend(s)","RAINY",NA,"2PM","Coffee House","1d",NA,"26",NA,0,"some college - no degree","Office & Administrative Support","$87500 - $99999","do not drive","gt8","less1","1~3",NA,"1~3","1",1,0,0,1,0
"No Urgent Place","Friend(s)","Snowy",55,"6pm","Carry out & Take away","1d","Female","26","Single",0,"graduate degree (masters or doctorate)","Office & Administrative Support","$87500 - $99999","do not drive","gt8","less1",NA,"1~3","1~3","1",1,0,0,1,1
"No Urgent Place","Friend(s)","Sunny",30,"7AM","Restaurant(<20)","2h","Female","26","Single",0,"high school graduate","Office & Administrative Support","$87500 - $99999","do not drive","gt8","less1","1~3","1~3","1~3","1",0,0,0,1,0
NA,"Friend(s)","SUNNY",55,"2pm","Bar","2h","Female","26","Single",0,"high school graduate","Office & Administrative Support","$87500 - $99999",NA,"gt8","less1","1~3","1~3",NA,"1",1,0,0,NA,1
"No Urgent Place","Friend(s)","Sunny",30,"10AM","Carry out & Take away","1d","Female","26","Single",0,"bachelors degree","Office & Administrative Support","$87500 - $99999","do not drive","gt8","less1","1~3","1~3","1~3","1",1,0,0,1,NA
"No Urgent Place","Friend(s)","Snowy",30,"6pm","Carry out & Take away","1d","Female",NA,"Single",0,"Bachelors Degree",NA,"$87500 - $99999","do not drive","gt8",NA,"1~3","1~3","1~3","1",1,0,NA,1,1
"No Urgent Place","Alone","Snowy",80,"10PM","Coffee House","1d",NA,"26","Single",0,"HIGH SCHOOL GRADUATE","Office & Administrative Support","$87500 - $99999","do not drive","gt8",NA,"1~3","1~3","1~3","1",0,0,0,1,0
"Home","Alone","SNOWY",30,"2pm","Carry out & Take away","2h","Female","26","Single",0,"SOME COLLEGE - NO DEGREE","Office & Administrative Support","$87500 - $99999","do not drive","gt8","less1","1~3","1~3","1~3","1",1,NA,1,0,1
NA,"Alone","sunny",55,"10PM","Coffee House","1d","Female","26",NA,0,"SOME HIGH SCHOOL","Office & Administrative Support","$87500 - $99999","do not drive","gt8","less1","1~3","1~3","1~3","1",0,0,1,NA,0
"Home","Alone","SNOWY",30,"6pm","Coffee House",NA,"Female","26","Single",0,"SOME HIGH SCHOOL","Office & Administrative Support","$87500 - $99999","do not drive","gt8","less1","1~3","1~3","1~3","1",1,0,0,1,0
"Home",NA,"Sunny",30,"2pm","Restaurant(20-50)","2h","Female","26","Single",NA,"graduate degree (masters or doctorate)",NA,"$87500 - $99999","do not drive","gt8","less1","1~3","1~3","1~3","1",0,0,0,1,0
"Home",NA,"sunny",80,"2pm","Bar","2h","Female","26","Single",0,"Some High School","Office & Administrative Support","$87500 - $99999","do not drive","gt8","less1","1~3","1~3","1~3","1",0,0,1,0,1
"Work","Alone","rainy",55,"2pm","Restaurant(<20)","2h","Female","26","Single",NA,"associates degree","Office & Administrative Support","$87500 - $99999","do not drive","gt8","less1","1~3",NA,"1~3","1",1,1,0,1,0
"Work","Alone","Snowy",55,"10pm","Restaurant(20-50)","1d","Female","26","Single",0,"Some High School","Office & Administrative Support","$87500 - $99999","do not drive","gt8","less1","1~3","1~3","1~3","1",1,1,0,1,1
"Work",NA,"SUNNY",NA,"2pm","Restaurant(<20)","2h","Female","26","Single",0,"some college - no degree","Office & Administrative Support","$87500 - $99999","do not drive","gt8","less1","1~3","1~3",NA,"1",1,1,0,1,0
"Work","Alone","SNOWY",30,"6pm","Restaurant(20-50)","1d","Female","26","Single",0,"Some High School",NA,"$87500 - $99999","do not drive","gt8","less1","1~3",NA,"1~3","1",1,1,0,1,1
"Work","Alone","rainy",80,"7am","Restaurant(<20)","1d","Female",NA,"Single",0,"bachelors degree","Office & Administrative Support",NA,"do not drive","gt8","less1","1~3","1~3",NA,"1",0,NA,1,0,1
"No Urgent Place","Kid(s)","sunny",55,"10pm","Carry out & Take away","2h","Male","36",NA,1,"associates degree","Building & Grounds Cleaning & Maintenance","$25000 - $37499","","1~3","less1","1~3","1~3",NA,"1",1,0,0,1,1
"No Urgent Place","Kid(s)","RAINY",55,"10am",NA,"1d","Male","36","Unmarried partner",1,"Some High School","Building & Grounds Cleaning & Maintenance","$25000 - $37499","","1~3","less1","1~3","1~3","less1","1",1,0,0,1,NA
"No Urgent Place","Kid(s)","Snowy",NA,"7am","Bar",NA,"Male","36","Unmarried partner",1,"bachelors degree","Building & Grounds Cleaning & Maintenance","$25000 - $37499",NA,"1~3","less1","1~3","1~3","less1","1",1,0,0,1,0
"No Urgent Place","Alone","Sunny",80,"7am","Coffee House","1d","Male",NA,"Unmarried partner",1,"High School Graduate","Building & Grounds Cleaning & Maintenance","$25000 - $37499","","1~3","less1","1~3","1~3","less1","1",1,0,0,NA,1
"No Urgent Place","Alone","Snowy",55,"2pm","Coffee House","2h","Male","36",NA,1,"graduate degree (masters or doctorate)","Building & Grounds Cleaning & Maintenance","$25000 - $37499","","1~3","less1","1~3","1~3","less1","1",0,0,0,1,NA
"No Urgent Place",NA,"RAINY",80,"6pm","Restaurant(20-50)","2h",NA,"36","Unmarried partner",1,"Graduate Degree (Masters or Doctorate)","Building & Grounds Cleaning & Maintenance","$25000 - $37499","","1~3","less1","1~3","1~3","less1","1",1,NA,0,1,1
NA,NA,"Rainy",80,"10AM","Coffee House","1d","Male",NA,"Unmarried partner",1,"SOME HIGH SCHOOL",NA,"$25000 - $37499","","1~3","less1","1~3","1~3","less1","1",0,0,0,1,1
"No Urgent Place","Friend(s)","Sunny",30,"10am",NA,"2h","Male","36","Unmarried partner",NA,"HIGH SCHOOL GRADUATE",NA,"$25000 - $37499","","1~3","less1",NA,"1~3","less1","1",0,0,0,1,0
"No Urgent Place","Friend(s)","snowy",55,"2pm","Bar","2h","Male","36","Unmarried partner",1,"ASSOCIATES DEGREE",NA,"$25000 - $37499","","1~3","less1","1~3","1~3","less1","1",1,0,0,NA,1
"No Urgent Place",NA,"SNOWY",30,"2pm","Carry out & Take away","1d","Male","36",NA,1,"Associates Degree","Building & Grounds Cleaning & Maintenance","$25000 - $37499","","1~3","less1","1~3","1~3","less1","1",1,0,NA,1,1
"No Urgent Place","Friend(s)","RAINY",30,"10PM","Carry out & Take away",NA,"Male","36","Unmarried partner",1,"ASSOCIATES DEGREE","Building & Grounds Cleaning & Maintenance","$25000 - $37499","","1~3","less1","1~3","1~3","less1","1",1,0,0,1,1
"No Urgent Place","Kid(s)","rainy",NA,"10am",NA,"1d","Male","36","Unmarried partner",1,"bachelors degree","Building & Grounds Cleaning & Maintenance","$25000 - $37499","","1~3",NA,"1~3","1~3","less1","1",0,NA,0,1,0
"No Urgent Place","Kid(s)","rainy",55,"7AM","Coffee House","1d","Male","36","Unmarried partner",1,"Some High School","Building & Grounds Cleaning & Maintenance","$25000 - $37499",NA,"1~3","less1","1~3","1~3","less1","1",1,0,0,1,1
"Home","Alone","sunny",30,"6pm","Carry out & Take away","2h","Male",NA,"Unmarried partner",NA,"high school graduate","Building & Grounds Cleaning & Maintenance","$25000 - $37499","","1~3",NA,"1~3","1~3","less1","0",1,0,1,0,1
"Home",NA,"sunny",30,"10am","Coffee House","1d","Male","36","Unmarried partner",1,"some college - no degree",NA,NA,"","1~3","less1","1~3","1~3","less1","1",NA,0,0,1,1
"Home","Alone","SUNNY",30,"10pm","Restaurant(20-50)","2h","Male","36","Unmarried partner",NA,"Associates Degree","Building & Grounds Cleaning & Maintenance","$25000 - $37499","","1~3","less1","1~3","1~3","less1","1",0,NA,NA,1,0
"Home","Alone","Rainy",80,"2pm","Bar","2h","Male","36","Unmarried partner",1,"bachelors degree","Building & Grounds Cleaning & Maintenance","$25000 - $37499","","1~3","less1","1~3","1~3","less1","1",0,0,1,0,0
"Home","Partner","SUNNY",30,"10am","Carry out & Take away","2h","Male","36","Unmarried partner",1,"High School Graduate",NA,"$25000 - $37499","","1~3","less1","1~3","1~3","less1","1",NA,0,NA,1,NA
"Work","Alone","rainy",55,"6pm","Restaurant(<20)","2h","Male","36","Unmarried partner",1,"BACHELORS DEGREE","Building & Grounds Cleaning & Maintenance","$25000 - $37499","","1~3","less1","1~3","1~3","less1","1",1,1,0,1,0
"Work","Alone","RAINY",30,"2pm","Restaurant(<20)",NA,"Male","36","Unmarried partner",1,"Some College - No Degree",NA,NA,"","1~3","less1",NA,"1~3","less1","1",1,1,0,1,0
"Work","Alone","SUNNY",30,"10am","Restaurant(20-50)","1d",NA,"36","Unmarried partner",1,"Bachelors Degree","Building & Grounds Cleaning & Maintenance","$25000 - $37499","","1~3","less1","1~3","1~3","less1","0",NA,1,0,1,1
"Work","Alone","Snowy",80,"2pm","Restaurant(<20)","1d","Male",NA,"Unmarried partner",1,"some high school","Building & Grounds Cleaning & Maintenance","$25000 - $37499","","1~3","less1","1~3","1~3","less1","1",0,0,1,NA,1
"No Urgent Place","Alone","sunny",80,"10pm","Coffee House","1d","Male","26","Married partner",0,"high school graduate","Education&Training&Library","$37500 - $49999","",NA,"","1~3",NA,"less1","1",NA,0,0,1,NA
"No Urgent Place","Alone","SNOWY",NA,"7am","Coffee House","2h","Male","26","Married partner",0,"SOME COLLEGE - NO DEGREE","Education&Training&Library","$37500 - $49999","","never","","1~3","1~3","less1","1",0,0,0,1,1
"No Urgent Place","Friend(s)","rainy",NA,"10pm","Restaurant(20-50)",NA,"Male","26","Married partner",0,"SOME HIGH SCHOOL","Education&Training&Library","$37500 - $49999","","never","","1~3","1~3","less1","1",1,0,0,1,NA
"No Urgent Place","Friend(s)","RAINY",80,"7am","Coffee House","1d","Male","26","Married partner",0,"BACHELORS DEGREE",NA,"$37500 - $49999","","never",NA,"1~3","1~3","less1","1",NA,0,0,1,1
"No Urgent Place","Friend(s)","RAINY",30,"10am","Restaurant(<20)","2h","Male","26","Married partner",0,"associates degree","Education&Training&Library","$37500 - $49999","","never","","1~3","1~3","less1","1",0,0,0,NA,1
"No Urgent Place",NA,"SNOWY",55,"6pm","Bar",NA,"Male","26","Married partner",0,"Associates Degree","Education&Training&Library","$37500 - $49999","","never","","1~3","1~3",NA,"1",1,0,0,1,0
NA,"Friend(s)","sunny",30,"6pm","Carry out & Take away",NA,NA,"26","Married partner",0,"Graduate Degree (Masters or Doctorate)","Education&Training&Library","$37500 - $49999","","never",NA,"1~3","1~3","less1","1",1,0,0,1,1
"No Urgent Place","Friend(s)","snowy",30,"10PM","Carry out & Take away","1d","Male","26","Married partner",0,"Some College - No Degree","Education&Training&Library","$37500 - $49999","","never","","1~3","1~3",NA,"1",1,0,0,1,1
"No Urgent Place","Partner","SUNNY",80,"10am","Restaurant(<20)","1d",NA,"26","Married partner",0,"High School Graduate","Education&Training&Library","$37500 - $49999","","never",NA,"1~3","1~3",NA,"1",1,0,0,1,1
"No Urgent Place","Partner","RAINY",30,"6pm","Bar","1d",NA,NA,"Married partner",0,"Some College - No Degree","Education&Training&Library","$37500 - $49999","","never","","1~3","1~3","less1","1",1,0,0,1,0
"No Urgent Place",NA,"sunny",55,"7AM","Carry out & Take away","2h","Male","26","Married partner",NA,"Some College - No Degree","Education&Training&Library",NA,NA,"never","",NA,NA,"less1","0",0,0,NA,1,1
"No Urgent Place","Partner","RAINY",55,"10am","Restaurant(<20)","2h","Male","26","Married partner",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Education&Training&Library","$37500 - $49999","","never","","1~3",NA,"less1","1",1,0,0,1,1
"No Urgent Place","Partner","rainy",30,"2pm","Coffee House","2h","Male","26","Married partner",0,"ASSOCIATES DEGREE","Education&Training&Library","$37500 - $49999","","never","",NA,"1~3","less1","1",1,0,0,1,0
"Home",NA,"SUNNY",30,"2pm","Carry out & Take away","2h","Male","26","Married partner",0,"graduate degree (masters or doctorate)","Education&Training&Library","$37500 - $49999","","never","","1~3","1~3","less1","1",1,0,1,0,NA
"Home","Alone","rainy",30,"2pm","Coffee House","1d","Male","26","Married partner",0,"SOME HIGH SCHOOL","Education&Training&Library","$37500 - $49999","","never",NA,"1~3","1~3","less1","1",1,0,0,1,1
"Home","Alone","SNOWY",30,"7am","Restaurant(20-50)","2h","Male","26","Married partner",0,"Some College - No Degree","Education&Training&Library","$37500 - $49999","","never","","1~3",NA,"less1","1",0,0,0,1,0
"Home","Partner","Snowy",NA,"10am","Coffee House","1d","Male",NA,"Married partner",0,"associates degree","Education&Training&Library","$37500 - $49999","","never","","1~3","1~3","less1","1",0,0,NA,NA,1
"Home","Alone","sunny",80,"7am","Bar","2h","Male","26","Married partner",0,"bachelors degree","Education&Training&Library","$37500 - $49999","","never","","1~3","1~3","less1","1",0,NA,1,0,0
"Work","Alone","SUNNY",55,"10AM","Restaurant(<20)","2h","Male","26","Married partner",0,"Associates Degree","Education&Training&Library","$37500 - $49999","","never","","1~3","1~3","less1","1",1,1,0,NA,1
"Work",NA,"SNOWY",30,"10AM","Restaurant(<20)","2h","Male","26",NA,0,"HIGH SCHOOL GRADUATE","Education&Training&Library","$37500 - $49999",NA,"never","","1~3","1~3","less1","0",1,1,0,NA,NA
"Work","Alone","Rainy",30,"6pm",NA,"1d","Male","26","Married partner",0,"Some High School","Education&Training&Library","$37500 - $49999","","never","",NA,"1~3","less1","0",1,1,0,NA,0
"Work","Alone","SNOWY",80,"10pm","Restaurant(<20)","1d","Male","26","Married partner",0,"BACHELORS DEGREE","Education&Training&Library","$37500 - $49999","","never","","1~3","1~3","less1","1",0,0,1,NA,1
"No Urgent Place","Alone","SNOWY",80,"6pm","Coffee House","1d","Male","below21","Unmarried partner",0,"Some College - No Degree","Student","$87500 - $99999","","never",NA,"1~3","1~3","less1","1",1,0,0,1,1
NA,"Alone","Snowy",55,"2pm",NA,"2h","Male","below21","Unmarried partner",0,"Some College - No Degree","Student","$87500 - $99999","","never","1~3","1~3","1~3","less1","1",0,0,0,1,1
"No Urgent Place","Friend(s)","snowy",80,"7AM","Restaurant(20-50)","2h","Male","below21","Unmarried partner",NA,"BACHELORS DEGREE","Student","$87500 - $99999","","never","1~3","1~3","1~3","less1","1",1,NA,0,1,0
"No Urgent Place","Friend(s)","RAINY",NA,"7am","Coffee House","1d",NA,"below21","Unmarried partner",0,"HIGH SCHOOL GRADUATE","Student","$87500 - $99999","","never","1~3","1~3","1~3","less1","1",NA,0,0,1,0
"No Urgent Place","Friend(s)","SNOWY",30,"10AM","Restaurant(<20)","2h","Male","below21","Unmarried partner",0,"graduate degree (masters or doctorate)","Student","$87500 - $99999",NA,"never","1~3","1~3","1~3","less1","1",0,0,0,1,1
"No Urgent Place","Friend(s)","Snowy",55,"10am","Bar","2h","Male","below21","Unmarried partner",0,"Some High School","Student",NA,"","never","1~3","1~3","1~3","less1","0",1,0,0,1,0
NA,"Friend(s)","Rainy",30,"2pm","Carry out & Take away",NA,"Male","below21","Unmarried partner",0,"graduate degree (masters or doctorate)","Student","$87500 - $99999","","never","1~3","1~3","1~3","less1","1",1,NA,0,1,1
"No Urgent Place","Friend(s)","SUNNY",30,"7am","Carry out & Take away","1d","Male","below21","Unmarried partner",0,"associates degree","Student","$87500 - $99999","","never","1~3","1~3","1~3","less1","1",NA,0,0,1,0
"No Urgent Place","Partner","RAINY",80,"10AM","Restaurant(<20)","1d","Male",NA,"Unmarried partner",0,"bachelors degree","Student",NA,NA,"never","1~3","1~3","1~3",NA,"1",NA,0,0,1,1
"No Urgent Place","Partner","rainy",30,"7am","Bar","1d","Male","below21","Unmarried partner",0,"some high school","Student","$87500 - $99999","","never","1~3","1~3","1~3","less1","0",1,0,0,1,0
"No Urgent Place","Partner","sunny",55,"10am","Carry out & Take away",NA,"Male","below21","Unmarried partner",0,"Associates Degree","Student","$87500 - $99999","","never",NA,"1~3","1~3","less1","1",NA,0,0,1,0
"No Urgent Place","Partner","RAINY",55,"6pm","Restaurant(<20)","2h","Male","below21","Unmarried partner",0,"BACHELORS DEGREE","Student",NA,"","never","1~3","1~3","1~3","less1","1",1,0,0,1,0
"No Urgent Place","Partner","Rainy",30,"2pm","Coffee House","2h","Male","below21","Unmarried partner",0,"Some High School","Student","$87500 - $99999",NA,"never","1~3",NA,NA,"less1","1",1,0,0,1,1
"Home","Alone","RAINY",30,"7am",NA,"2h","Male","below21",NA,0,"SOME HIGH SCHOOL","Student",NA,"","never",NA,"1~3","1~3","less1","1",1,0,1,0,1
"Home","Alone","Snowy",30,"10pm","Coffee House","1d","Male","below21","Unmarried partner",0,"Associates Degree","Student","$87500 - $99999","","never","1~3","1~3","1~3","less1","1",1,0,0,1,1
"Home","Alone","RAINY",30,"6PM",NA,"2h","Male","below21","Unmarried partner",0,"Some High School","Student","$87500 - $99999","","never","1~3","1~3","1~3","less1","1",NA,0,0,NA,1
"Home","Partner","SNOWY",80,"6PM","Coffee House","1d","Male","below21","Unmarried partner",NA,"associates degree","Student","$87500 - $99999","","never","1~3","1~3","1~3","less1","1",0,0,NA,0,1
"Home","Alone","Rainy",80,"10PM","Bar","2h","Male","below21","Unmarried partner",0,"some high school","Student","$87500 - $99999","","never","1~3","1~3","1~3","less1","1",0,0,1,0,0
"Work","Alone","Sunny",55,"7AM","Restaurant(<20)",NA,"Male","below21","Unmarried partner",NA,"Some College - No Degree","Student","$87500 - $99999","","never","1~3","1~3","1~3","less1","1",1,1,0,1,1
"Work","Alone","sunny",30,"10am","Restaurant(<20)","2h","Male","below21","Unmarried partner",0,"Associates Degree","Student","$87500 - $99999","","never","1~3","1~3","1~3","less1","1",1,1,0,1,0
"Work","Alone","Snowy",NA,"10pm","Restaurant(20-50)","1d","Male","below21","Unmarried partner",0,"Graduate Degree (Masters or Doctorate)","Student","$87500 - $99999","","never","1~3","1~3","1~3","less1","1",1,1,0,NA,1
"Work","Alone","SUNNY",80,"10pm",NA,"1d","Male","below21",NA,0,"High School Graduate","Student","$87500 - $99999","","never","1~3","1~3","1~3","less1","1",0,0,1,0,NA
"No Urgent Place","Kid(s)","snowy",55,"7am","Carry out & Take away","2h","Male","46","Married partner",1,"bachelors degree","Management","$87500 - $99999","","less1","1~3","1~3","less1","1~3","1",1,0,0,1,1
"No Urgent Place",NA,"SUNNY",55,"10pm","Bar","1d","Male",NA,"Married partner",1,"graduate degree (masters or doctorate)","Management","$87500 - $99999","","less1","1~3",NA,"less1","1~3","1",1,0,NA,1,0
"No Urgent Place","Kid(s)","snowy",30,"6PM",NA,"1d","Male","46","Married partner",1,"BACHELORS DEGREE","Management","$87500 - $99999","","less1","1~3","1~3","less1","1~3","1",1,0,NA,1,0
"No Urgent Place","Alone","RAINY",80,"10am","Coffee House","1d","Male","46","Married partner",1,"Some High School","Management",NA,"","less1","1~3","1~3","less1","1~3","1",1,0,0,1,0
"No Urgent Place","Alone","rainy",55,"6pm","Coffee House","2h","Male","46","Married partner",1,"associates degree","Management","$87500 - $99999",NA,"less1","1~3","1~3","less1",NA,"1",0,0,0,1,1
"No Urgent Place","Friend(s)","RAINY",80,"10AM","Restaurant(20-50)","2h","Male","46","Married partner",1,"BACHELORS DEGREE","Management","$87500 - $99999","","less1","1~3","1~3","less1","1~3","1",1,0,0,1,0
"No Urgent Place","Friend(s)","Sunny",80,"10pm","Coffee House","1d","Male","46","Married partner",1,"HIGH SCHOOL GRADUATE","Management","$87500 - $99999","","less1","1~3","1~3","less1","1~3","1",0,0,0,1,1
"No Urgent Place","Friend(s)","RAINY",30,"10pm","Restaurant(<20)",NA,"Male","46","Married partner",1,"ASSOCIATES DEGREE","Management","$87500 - $99999","","less1","1~3","1~3","less1","1~3","1",0,0,0,1,0
