"destination","passanger","weather","temperature","time","coupon","expiration","gender","age","maritalStatus","has_children","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y"
"No Urgent Place","Partner","snowy",55,"2pm","Restaurant(<20)","2h","Male",21,"Unmarried partner","0","bachelors degree","Business & Financial","$62500 - $74999","Car that is too old to install Onstar :D","4~8","1~3","4~8","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Partner","sunny",30,"10pm","Coffee House","2h","Male",21,"Unmarried partner","0","high school graduate","Business & Financial","$62500 - $74999","crossover","4~8","1~3","4~8","1~3","less1","1","1","0","0","1","1"
"Home","Alone","rainy",30,"6pm","Carry out & Take away","2h","Male",21,"Unmarried partner","0","some high school","Business & Financial","$62500 - $74999","crossover","4~8","1~3","4~8","1~3","less1","1","1","0","1","0","1"
"Home","Alone","rainy",55,"6pm","Coffee House","1d","Male",21,"Unmarried partner","0","associates degree","Business & Financial","$100000 or More","crossover","1~3","1~3","4~8","1~3","less1","1","1","0","0","1","0"
"Home","Alone","rainy",80,"10pm","Restaurant(20-50)","2h","Male",31,"Single","0","some college - no degree","Business & Financial","$62500 - $74999","crossover","4~8","1~3","4~8","1~3","less1","1","0","0","0","1","0"
"Home","Partner","rainy",80,"10am","Coffee House","1d","Male",21,"Unmarried partner","0","high school graduate","Business & Financial","$62500 - $74999","Scooter and motorcycle","4~8","1~3","4~8","1~3","less1","1","0","0","1","0","0"
"Home","Alone","rainy",80,"2pm","Bar","2h","Male",21,"Unmarried partner","0","graduate degree (masters or doctorate)","Business & Financial","$62500 - $74999","Scooter and motorcycle","4~8","1~3","4~8","1~3","less1","1","0","0","1","0","1"
"Work","Alone","snowy",55,"10pm","Restaurant(<20)","2h","Male",21,"Unmarried partner","0","bachelors degree","Business & Financial","$62500 - $74999","crossover","4~8","1~3","4~8","gt8","less1","0","1","1","0","1","0"
"Work","Alone","snowy",80,"2pm","Restaurant(<20)","2h","Male",21,"Unmarried partner","0","some college - no degree","Business & Financial","$62500 - $74999","Car that is too old to install Onstar :D","4~8","1~3","4~8","1~3","less1","1","1","0","0","1","0"
"Work","Alone","rainy",30,"7am","Restaurant(20-50)","1d","Male",26,"Unmarried partner","0","graduate degree (masters or doctorate)","Business & Financial","$62500 - $74999","crossover","4~8","less1","4~8","1~3","less1","1","1","1","0","1","0"
"Work","Alone","sunny",80,"6pm","Restaurant(<20)","1d","Male",21,"Unmarried partner","0","high school graduate","Student","$62500 - $74999","Car that is too old to install Onstar :D","4~8","1~3","4~8","1~3","less1","1","0","0","1","0","1"
"No Urgent Place","Alone","snowy",80,"10pm","Coffee House","1d","Female",26,"Single","0","high school graduate","Student","$25000 - $37499","do not drive","gt8","gt8","gt8","gt8","gt8","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"10pm","Restaurant(<20)","2h","Male",26,"Single","0","high school graduate","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","never","gt8","gt8","gt8","gt8","1","0","0","0","1","1"
"Work","Alone","snowy",55,"2pm","Coffee House","2h","Male",26,"Single","0","some high school","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","0","0","0","1","0"
"No Urgent Place","Friend(s)","sunny",80,"10pm","Restaurant(20-50)","2h","Male",26,"Single","0","bachelors degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","4~8","gt8","1","1","0","0","1","0"
"No Urgent Place","Partner","rainy",80,"6pm","Coffee House","1d","Male",26,"Single","0","some high school","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",55,"2pm","Coffee House","1d","Male",26,"Single","0","bachelors degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",55,"7am","Carry out & Take away","1d","Male",26,"Single","0","graduate degree (masters or doctorate)","Unemployed","$37500 - $49999","do not drive","gt8","gt8","gt8","gt8","gt8","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",30,"2pm","Restaurant(<20)","2h","Male",26,"Single","0","high school graduate","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","less1","gt8","gt8","gt8","0","0","0","0","1","0"
"No Urgent Place","Alone","rainy",55,"2pm","Bar","2h","Male",26,"Single","0","high school graduate","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","0","0","1","0"
"No Urgent Place","Friend(s)","snowy",30,"10pm","Carry out & Take away","1d","Male",26,"Single","0","some college - no degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",30,"7am","Carry out & Take away","1d","Male",26,"Single","0","associates degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","0","0","1","1"
"No Urgent Place","Alone","rainy",80,"6pm","Coffee House","1d","Male",26,"Single","0","associates degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","0","0","0","1","1"
"Home","Alone","snowy",30,"2pm","Carry out & Take away","2h","Male",26,"Single","0","associates degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","0","1","0","1"
"Home","Alone","sunny",55,"2pm","Coffee House","1d","Male",26,"Single","0","some high school","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","0","0","1","0","1"
"Home","Alone","snowy",30,"6pm","Coffee House","1d","Male",26,"Single","0","associates degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","0","0","0","1","1"
"Home","Alone","rainy",80,"2pm","Restaurant(20-50)","2h","Male",26,"Single","0","bachelors degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","0","0","0","1","0"
"Home","Alone","sunny",80,"10pm","Carry out & Take away","2h","Male",26,"Single","0","some college - no degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","0","0","1","0","0"
"Work","Alone","rainy",55,"2pm","Restaurant(<20)","2h","Male",46,"Single","0","high school graduate","Sales & Related","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","0","1","1","0","1","0"
"Work","Alone","sunny",55,"7am","Carry out & Take away","1d","Male",26,"Single","0","some high school","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","1","0","1","1"
"Work","Alone","snowy",55,"10am","Restaurant(<20)","2h","Male",26,"Single","0","high school graduate","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","1","0","1","0"
"Work","Alone","rainy",30,"10am","Restaurant(20-50)","1d","Male",26,"Single","0","associates degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","1","0","1","1"
"Work","Alone","sunny",80,"2pm","Restaurant(<20)","1d","Male",21,"Single","0","associates degree","Unemployed","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","0","0","1","0","1"
"No Urgent Place","Friend(s)","sunny",80,"6pm","Coffee House","1d","Male",36,"Married partner","0","some college - no degree","Management","$100000 or More","crossover","1~3","1~3","4~8","1~3","1~3","0","1","0","0","1","0"
"No Urgent Place","Alone","snowy",55,"10am","Coffee House","2h","Male",36,"Divorced","1","high school graduate","Management","$100000 or More","Car that is too old to install Onstar :D","1~3","1~3","4~8","1~3","1~3","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"2pm","Restaurant(20-50)","2h","Male",36,"Married partner","0","high school graduate","Healthcare Practitioners & Technical","$100000 or More","Mazda5","1~3","1~3","1~3","1~3","1~3","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",80,"7am","Coffee House","1d","Male",36,"Married partner","0","associates degree","Protective Service","$100000 or More","Mazda5","1~3","1~3","1~3","1~3","1~3","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",30,"10am","Restaurant(<20)","2h","Male",36,"Married partner","0","associates degree","Management","$100000 or More","crossover","1~3","1~3","1~3","1~3","1~3","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",55,"10pm","Bar","2h","Male",36,"Married partner","0","bachelors degree","Management","$100000 or More","Scooter and motorcycle","1~3","1~3","4~8","1~3","1~3","1","1","0","0","1","0"
"No Urgent Place","Friend(s)","rainy",30,"10pm","Carry out & Take away","1d","Male",36,"Married partner","0","bachelors degree","Management","$100000 or More","Scooter and motorcycle","1~3","1~3","1~3","1~3","1~3","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",55,"7am","Carry out & Take away","1d","Male",36,"Single","0","graduate degree (masters or doctorate)","Management","$100000 or More","Scooter and motorcycle","1~3","1~3","1~3","1~3","1~3","0","1","0","0","1","1"
"No Urgent Place","Partner","sunny",30,"2pm","Bar","1d","Male",21,"Married partner","0","some high school","Management","$100000 or More","Mazda5","1~3","1~3","1~3","1~3","1~3","1","1","0","0","1","1"
"No Urgent Place","Partner","snowy",55,"10am","Restaurant(<20)","2h","Male",36,"Married partner","1","graduate degree (masters or doctorate)","Management","$100000 or More","Mazda5","less1","1~3","1~3","1~3","1~3","1","0","0","0","1","0"
"No Urgent Place","Partner","sunny",55,"6pm","Restaurant(<20)","2h","Male",36,"Married partner","0","some high school","Management","$100000 or More","do not drive","1~3","1~3","1~3","1~3","1~3","1","1","0","0","1","1"
"No Urgent Place","Partner","rainy",30,"7am","Coffee House","2h","Male",36,"Married partner","0","some college - no degree","Management","$100000 or More","crossover","1~3","1~3","1~3","1~3","1~3","1","1","0","0","1","0"
"Home","Alone","sunny",30,"10pm","Carry out & Take away","2h","Male",36,"Married partner","0","high school graduate","Management","$100000 or More","Car that is too old to install Onstar :D","1~3","1~3","1~3","1~3","1~3","1","1","0","1","0","1"
"Home","Alone","rainy",30,"6pm","Coffee House","2h","Male",36,"Married partner","0","some high school","Management","$100000 or More","crossover","1~3","1~3","1~3","1~3","1~3","1","1","0","0","1","0"
"Home","Alone","snowy",30,"6pm","Restaurant(20-50)","2h","Male",36,"Married partner","0","graduate degree (masters or doctorate)","Sales & Related","$100000 or More","Scooter and motorcycle","1~3","1~3","1~3","1~3","1~3","0","0","0","0","1","1"
"Home","Partner","rainy",80,"10pm","Coffee House","1d","Male",36,"Married partner","0","high school graduate","Management","$100000 or More","Scooter and motorcycle","1~3","1~3","1~3","1~3","1~3","1","0","0","1","0","0"
"Home","Alone","snowy",80,"10pm","Bar","2h","Male",36,"Married partner","0","high school graduate","Management","$100000 or More","crossover","1~3","1~3","1~3","1~3","1~3","1","0","0","1","0","0"
"Home","Alone","rainy",55,"2pm","Restaurant(<20)","2h","Male",36,"Married partner","0","graduate degree (masters or doctorate)","Management","$100000 or More","Car that is too old to install Onstar :D","1~3","never","1~3","1~3","1~3","1","1","1","0","1","0"
"Work","Alone","snowy",30,"7am","Restaurant(<20)","2h","Male",36,"Married partner","0","graduate degree (masters or doctorate)","Management","$100000 or More","crossover","1~3","1~3","1~3","1~3","1~3","0","1","1","0","1","0"
"Work","Alone","rainy",55,"2pm","Restaurant(20-50)","1d","Female",21,"Married partner","0","graduate degree (masters or doctorate)","Management","$100000 or More","crossover","1~3","1~3","1~3","1~3","1~3","1","1","1","0","1","1"
"Work","Alone","snowy",80,"6pm","Coffee House","1d","Male",36,"Married partner","0","bachelors degree","Management","$100000 or More","crossover","1~3","1~3","4~8","1~3","1~3","0","0","0","1","0","1"
"No Urgent Place","Alone","rainy",80,"2pm","Carry out & Take away","1d","Male",21,"Single","0","some college - no degree","Unemployed","$100000 or More","Mazda5","less1","4~8","1~3","less1","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",80,"10pm","Restaurant(<20)","1d","Male",21,"Single","0","some high school","Unemployed","$100000 or More","Scooter and motorcycle","less1","4~8","1~3","less1","less1","1","0","0","0","1","1"
"No Urgent Place","Alone","sunny",55,"10am","Coffee House","2h","Male",21,"Single","0","some college - no degree","Unemployed","$100000 or More","crossover","less1","4~8","1~3","less1","less1","0","0","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"10pm","Restaurant(20-50)","2h","Male",21,"Single","0","associates degree","Food Preparation & Serving Related","$100000 or More","do not drive","less1","4~8","1~3","less1","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"6pm","Coffee House","1d","Male",21,"Single","0","associates degree","Unemployed","$100000 or More","Scooter and motorcycle","less1","4~8","1~3","less1","less1","1","0","0","0","1","1"
"No Urgent Place","Partner","rainy",55,"6pm","Coffee House","1d","Male",21,"Single","0","high school graduate","Unemployed","$100000 or More","Car that is too old to install Onstar :D","less1","4~8","1~3","less1","less1","0","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",55,"7am","Carry out & Take away","1d","Male",21,"Single","0","some high school","Unemployed","$100000 or More","Scooter and motorcycle","less1","never","1~3","less1","less1","1","1","0","0","1","1"
"Home","Friend(s)","sunny",30,"2pm","Restaurant(<20)","2h","Male",21,"Single","0","high school graduate","Student","$12500 - $24999","Car that is too old to install Onstar :D","less1","never","1~3","less1","less1","0","0","0","0","1","0"
"No Urgent Place","Friend(s)","sunny",55,"2pm","Coffee House","2h","Male",21,"Single","0","associates degree","Unemployed","$100000 or More","Car that is too old to install Onstar :D","less1","4~8","1~3","less1","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",30,"7am","Carry out & Take away","1d","Male",21,"Single","0","some college - no degree","Unemployed","$100000 or More","Car that is too old to install Onstar :D","less1","4~8","1~3","less1","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",30,"10am","Carry out & Take away","1d","Male",21,"Single","0","some high school","Unemployed","$100000 or More","Mazda5","less1","4~8","1~3","4~8","less1","1","1","0","0","1","0"
"No Urgent Place","Alone","sunny",80,"10am","Coffee House","1d","Male",21,"Single","0","bachelors degree","Unemployed","$100000 or More","Car that is too old to install Onstar :D","less1","4~8","1~3","less1","less1","1","0","0","0","1","0"
"Home","Alone","sunny",30,"6pm","Carry out & Take away","2h","Male",21,"Single","0","some high school","Unemployed","$100000 or More","Car that is too old to install Onstar :D","never","4~8","1~3","less1","less1","1","1","0","1","0","1"
"No Urgent Place","Alone","snowy",55,"10am","Coffee House","1d","Male",21,"Single","0","bachelors degree","Unemployed","$100000 or More","Car that is too old to install Onstar :D","less1","4~8","1~3","less1","less1","1","0","0","0","0","0"
"Home","Alone","rainy",30,"10am","Coffee House","1d","Male",21,"Single","0","high school graduate","Unemployed","$100000 or More","do not drive","less1","4~8","1~3","less1","less1","1","1","0","0","1","0"
"Home","Alone","snowy",30,"2pm","Restaurant(20-50)","1d","Male",21,"Single","0","bachelors degree","Unemployed","$100000 or More","Car that is too old to install Onstar :D","less1","4~8","1~3","1~3","less1","0","0","0","0","1","0"
"Home","Alone","snowy",80,"6pm","Bar","2h","Male",21,"Single","0","some high school","Unemployed","$100000 or More","Car that is too old to install Onstar :D","less1","4~8","1~3","less1","less1","1","0","0","0","0","1"
"Work","Alone","sunny",55,"2pm","Restaurant(<20)","2h","Male",21,"Single","0","some high school","Unemployed","$100000 or More","Car that is too old to install Onstar :D","less1","4~8","1~3","less1","less1","1","1","1","0","1","1"
"Work","Alone","snowy",55,"7am","Restaurant(20-50)","1d","Male",21,"Single","0","graduate degree (masters or doctorate)","Unemployed","$100000 or More","Car that is too old to install Onstar :D","less1","4~8","1~3","less1","less1","1","1","1","0","1","0"
"Work","Alone","rainy",30,"10am","Restaurant(<20)","2h","Male",21,"Single","0","some college - no degree","Unemployed","$100000 or More","Car that is too old to install Onstar :D","less1","less1","1~3","less1","less1","1","1","1","0","1","0"
"Work","Alone","sunny",30,"2pm","Restaurant(20-50)","1d","Male",21,"Single","0","high school graduate","Unemployed","$100000 or More","Car that is too old to install Onstar :D","less1","4~8","1~3","less1","less1","0","1","1","0","1","0"
"Work","Alone","snowy",80,"10pm","Restaurant(<20)","1d","Male",21,"Single","0","high school graduate","Unemployed","$100000 or More","Car that is too old to install Onstar :D","less1","4~8","1~3","less1","less1","1","0","0","1","0","0"
"No Urgent Place","Alone","snowy",80,"7am","Coffee House","1d","Female",31,"Married partner","0","high school graduate","Computer & Mathematical","$100000 or More","Car that is too old to install Onstar :D","less1","less1","gt8","4~8","less1","1","1","0","0","1","1"
"No Urgent Place","Alone","rainy",55,"6pm","Coffee House","2h","Female",31,"Married partner","0","associates degree","Computer & Mathematical","$100000 or More","crossover","less1","less1","gt8","4~8","less1","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"2pm","Restaurant(20-50)","2h","Female",31,"Married partner","0","bachelors degree","Computer & Mathematical","$100000 or More","Scooter and motorcycle","never","less1","gt8","4~8","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",80,"10pm","Coffee House","1d","Female",31,"Married partner","0","associates degree","Life Physical Social Science","$100000 or More","Scooter and motorcycle","less1","less1","gt8","4~8","less1","1","0","0","0","1","1"
"No Urgent Place","Partner","rainy",30,"10pm","Restaurant(<20)","2h","Female",31,"Married partner","0","bachelors degree","Computer & Mathematical","$100000 or More","Car that is too old to install Onstar :D","less1","less1","gt8","4~8","less1","0","0","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",55,"10am","Bar","2h","Female",31,"Married partner","0","associates degree","Computer & Mathematical","$100000 or More","Car that is too old to install Onstar :D","less1","less1","gt8","4~8","less1","1","1","0","0","1","0"
"No Urgent Place","Friend(s)","snowy",30,"10am","Carry out & Take away","1d","Female",31,"Married partner","0","bachelors degree","Computer & Mathematical","$100000 or More","Mazda5","less1","1~3","gt8","4~8","1~3","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",30,"10pm","Carry out & Take away","1d","Female",31,"Married partner","0","graduate degree (masters or doctorate)","Computer & Mathematical","$100000 or More","crossover","less1","less1","gt8","1~3","less1","0","1","0","0","1","1"
"No Urgent Place","Partner","snowy",80,"7am","Restaurant(<20)","1d","Female",31,"Married partner","0","graduate degree (masters or doctorate)","Architecture & Engineering","$100000 or More","do not drive","less1","1~3","gt8","4~8","less1","1","1","0","0","1","1"
"No Urgent Place","Partner","sunny",30,"6pm","Bar","1d","Female",31,"Married partner","0","associates degree","Computer & Mathematical","$100000 or More","Mazda5","less1","less1","gt8","4~8","less1","0","1","0","0","1","1"
"No Urgent Place","Partner","snowy",55,"2pm","Carry out & Take away","2h","Female",31,"Single","0","graduate degree (masters or doctorate)","Healthcare Practitioners & Technical","$100000 or More","do not drive","less1","less1","gt8","gt8","less1","1","0","0","0","1","1"
"No Urgent Place","Partner","snowy",55,"10pm","Restaurant(<20)","2h","Female",31,"Married partner","0","bachelors degree","Computer & Mathematical","$100000 or More","Car that is too old to install Onstar :D","less1","less1","gt8","4~8","less1","1","1","0","0","1","0"
"No Urgent Place","Partner","rainy",30,"10pm","Coffee House","2h","Female",31,"Married partner","0","bachelors degree","Computer & Mathematical","$100000 or More","Car that is too old to install Onstar :D","less1","less1","gt8","4~8","less1","1","1","0","0","1","0"
"Home","Alone","rainy",30,"6pm","Carry out & Take away","2h","Female",31,"Married partner","0","bachelors degree","Computer & Mathematical","$62500 - $74999","Car that is too old to install Onstar :D","less1","less1","gt8","4~8","less1","1","1","0","1","0","0"
"Home","Alone","snowy",30,"7am","Coffee House","2h","Female",31,"Married partner","0","some high school","Computer & Mathematical","$100000 or More","Car that is too old to install Onstar :D","less1","less1","gt8","4~8","less1","1","1","0","0","1","1"
"Home","Alone","sunny",30,"10am","Restaurant(20-50)","2h","Female",31,"Married partner","0","associates degree","Computer & Mathematical","$100000 or More","Car that is too old to install Onstar :D","less1","less1","gt8","4~8","less1","0","0","0","0","1","1"
"Home","Partner","sunny",80,"10pm","Coffee House","1d","Female",31,"Married partner","0","bachelors degree","Computer & Mathematical","$100000 or More","Mazda5","less1","less1","gt8","4~8","1~3","0","0","0","1","0","1"
"Home","Alone","snowy",80,"7am","Bar","2h","Female",31,"Married partner","0","graduate degree (masters or doctorate)","Computer & Mathematical","$100000 or More","Car that is too old to install Onstar :D","less1","less1","gt8","4~8","less1","1","0","0","1","0","0"
"Work","Alone","snowy",55,"7am","Restaurant(<20)","2h","Female",31,"Single","0","high school graduate","Computer & Mathematical","$100000 or More","Car that is too old to install Onstar :D","less1","less1","gt8","4~8","less1","1","1","1","0","1","0"
"Work","Alone","rainy",30,"2pm","Restaurant(<20)","2h","Female",31,"Married partner","0","some college - no degree","Computer & Mathematical","$100000 or More","Car that is too old to install Onstar :D","less1","less1","gt8","4~8","less1","1","1","1","0","1","0"
"Work","Alone","sunny",30,"6pm","Restaurant(20-50)","1d","Female",31,"Married partner","0","graduate degree (masters or doctorate)","Computer & Mathematical","$100000 or More","Car that is too old to install Onstar :D","less1","less1","gt8","4~8","less1","0","1","1","0","1","0"
"Work","Alone","snowy",80,"10pm","Restaurant(<20)","1d","Female",31,"Married partner","0","bachelors degree","Business & Financial","$100000 or More","crossover","less1","less1","gt8","4~8","less1","1","0","0","1","0","0"
"No Urgent Place","Alone","snowy",80,"10am","Bar","1d","Female",36,"Single","1","associates degree","Sales & Related","$37500 - $49999","Scooter and motorcycle","less1","4~8","1~3","1~3","1~3","0","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"2pm","Restaurant(<20)","1d","Female",46,"Single","1","some high school","Office & Administrative Support","$37500 - $49999","do not drive","less1","4~8","1~3","1~3","1~3","1","0","0","0","1","1"
"No Urgent Place","Alone","rainy",55,"7am","Coffee House","2h","Female",31,"Single","1","some high school","Office & Administrative Support","$37500 - $49999","do not drive","less1","4~8","1~3","1~3","1~3","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"6pm","Restaurant(20-50)","2h","Female",41,"Single","1","associates degree","Office & Administrative Support","$37500 - $49999","do not drive","less1","4~8","1~3","1~3","never","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"10pm","Coffee House","1d","Female",36,"Single","1","graduate degree (masters or doctorate)","Office & Administrative Support","$37500 - $49999","do not drive","less1","4~8","1~3","1~3","1~3","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",55,"7am","Coffee House","1d","Female",31,"Single","1","associates degree","Office & Administrative Support","$37500 - $49999","do not drive","less1","4~8","4~8","1~3","1~3","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",55,"10pm","Restaurant(<20)","1d","Male",41,"Single","1","bachelors degree","Retired","$37500 - $49999","Car that is too old to install Onstar :D","less1","4~8","1~3","1~3","1~3","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",30,"6pm","Restaurant(<20)","2h","Female",31,"Single","1","associates degree","Office & Administrative Support","$12500 - $24999","do not drive","less1","4~8","1~3","1~3","1~3","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",80,"7am","Bar","2h","Female",46,"Single","1","bachelors degree","Office & Administrative Support","$37500 - $49999","do not drive","less1","4~8","1~3","1~3","1~3","1","1","0","0","1","0"
"No Urgent Place","Friend(s)","sunny",30,"6pm","Carry out & Take away","1d","Female",41,"Single","1","some high school","Business & Financial","$37500 - $49999","crossover","less1","4~8","1~3","1~3","1~3","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",80,"10pm","Carry out & Take away","1d","Female",21,"Single","1","some college - no degree","Food Preparation & Serving Related","$37500 - $49999","Car that is too old to install Onstar :D","less1","4~8","1~3","1~3","1~3","1","1","0","0","1","1"
"No Urgent Place","Alone","snowy",80,"7am","Coffee House","1d","Female",36,"Single","1","some high school","Office & Administrative Support","$37500 - $49999","do not drive","less1","4~8","1~3","1~3","1~3","1","0","0","0","1","1"
"Home","Alone","rainy",30,"6pm","Carry out & Take away","2h","Female",26,"Single","1","some high school","Office & Administrative Support","$37500 - $49999","do not drive","less1","4~8","1~3","1~3","1~3","1","1","0","1","0","1"
"Home","Alone","rainy",55,"10am","Coffee House","1d","Female",31,"Single","1","some high school","Office & Administrative Support","$37500 - $49999","do not drive","less1","4~8","1~3","1~3","1~3","1","0","0","1","0","1"
"Home","Alone","sunny",30,"10am","Coffee House","1d","Female",36,"Single","1","high school graduate","Office & Administrative Support","$37500 - $49999","do not drive","less1","4~8","1~3","1~3","1~3","1","0","0","0","1","1"
"Home","Alone","snowy",30,"10pm","Restaurant(20-50)","2h","Female",26,"Single","1","some high school","Office & Administrative Support","$37500 - $49999","do not drive","less1","4~8","1~3","1~3","1~3","1","0","0","0","1","1"
"Home","Alone","sunny",80,"6pm","Bar","2h","Female",26,"Single","0","associates degree","Office & Administrative Support","$37500 - $49999","do not drive","less1","4~8","1~3","1~3","1~3","1","0","0","1","0","0"
"Work","Alone","snowy",55,"10am","Restaurant(<20)","2h","Female",41,"Single","1","high school graduate","Office & Administrative Support","$37500 - $49999","do not drive","less1","4~8","4~8","1~3","1~3","1","1","0","0","1","1"
"Work","Alone","rainy",55,"6pm","Carry out & Take away","1d","Female",41,"Married partner","1","high school graduate","Office & Administrative Support","$37500 - $49999","do not drive","less1","4~8","1~3","1~3","1~3","1","1","1","0","1","1"
"Work","Alone","snowy",30,"6pm","Restaurant(<20)","2h","Female",21,"Single","1","bachelors degree","Office & Administrative Support","$37500 - $49999","do not drive","4~8","4~8","1~3","1~3","less1","1","1","1","0","1","1"
"Work","Alone","sunny",30,"2pm","Restaurant(20-50)","1d","Male",21,"Single","1","bachelors degree","Office & Administrative Support","$37500 - $49999","Car that is too old to install Onstar :D","less1","4~8","1~3","1~3","1~3","1","1","1","0","1","1"
"Work","Alone","rainy",80,"10pm","Restaurant(<20)","1d","Female",26,"Single","1","bachelors degree","Office & Administrative Support","$12500 - $24999","do not drive","less1","4~8","1~3","1~3","1~3","1","0","0","1","0","1"
"No Urgent Place","Kid(s)","sunny",55,"2pm","Carry out & Take away","2h","Male",26,"Married partner","1","high school graduate","Computer & Mathematical","$37500 - $49999","Car that is too old to install Onstar :D","1~3","gt8","4~8","4~8","less1","1","1","0","0","1","1"
"No Urgent Place","Kid(s)","rainy",55,"7am","Bar","1d","Male",26,"Married partner","1","associates degree","Computer & Mathematical","$37500 - $49999","Car that is too old to install Onstar :D","1~3","gt8","4~8","4~8","less1","0","1","0","0","1","1"
"No Urgent Place","Kid(s)","snowy",30,"10pm","Bar","1d","Male",26,"Married partner","1","some college - no degree","Computer & Mathematical","$37500 - $49999","Car that is too old to install Onstar :D","1~3","gt8","4~8","4~8","less1","1","1","0","0","1","1"
"No Urgent Place","Kid(s)","sunny",80,"10pm","Coffee House","1d","Male",26,"Married partner","1","graduate degree (masters or doctorate)","Computer & Mathematical","$37500 - $49999","Mazda5","1~3","gt8","4~8","4~8","less1","1","1","0","0","1","1"
"No Urgent Place","Alone","sunny",55,"10pm","Coffee House","2h","Male",26,"Married partner","1","some high school","Computer & Mathematical","$37500 - $49999","Car that is too old to install Onstar :D","never","gt8","4~8","gt8","less1","1","0","0","0","1","0"
"No Urgent Place","Friend(s)","rainy",80,"2pm","Restaurant(20-50)","2h","Male",26,"Married partner","1","associates degree","Computer & Mathematical","$37500 - $49999","Car that is too old to install Onstar :D","1~3","gt8","4~8","4~8","less1","1","1","0","0","1","0"
